# pressure    , temperature , height      , H2O         , CO2         , O3          , N2O         , CO          , CH4         , O2          , NO          , NO2         , HNO         , OH          , CLO         , N2          , HCN         , HO2         , O         
8.6202900e+00 , 2.21100e+02 , 6.70000e+04 , 5.10800e-06 , 3.68300e-04 , 4.27300e-07 , 1.37800e-09 , 4.47500e-06 , 1.37500e-07 , 2.12000e-01 , 1.63400e-09 , 8.90600e-13 , 8.11600e-12 , 2.21000e-09 , 3.21800e-11 , 7.78400e-01 , 5.82800e-11 , 1.13200e-09 , 1.85300e-06
1.0013500e+01 , 2.24320e+02 , 6.60000e+04 , 5.27400e-06 , 3.68300e-04 , 5.00700e-07 , 1.45900e-09 , 3.94500e-06 , 1.45200e-07 , 2.12000e-01 , 1.53500e-09 , 1.28800e-12 , 8.94400e-12 , 1.93400e-09 , 3.62600e-11 , 7.78300e-01 , 5.85400e-11 , 9.68000e-10 , 1.67800e-06
1.1607300e+01 , 2.27620e+02 , 6.50000e+04 , 5.44200e-06 , 3.68300e-04 , 5.83800e-07 , 1.54500e-09 , 3.34600e-06 , 1.53000e-07 , 2.12000e-01 , 1.41800e-09 , 1.73700e-12 , 9.83300e-12 , 1.71000e-09 , 4.07300e-11 , 7.78300e-01 , 5.88000e-11 , 8.46300e-10 , 1.53900e-06
1.3426000e+01 , 2.31130e+02 , 6.40000e+04 , 5.58000e-06 , 3.68300e-04 , 6.83400e-07 , 1.64800e-09 , 2.89500e-06 , 1.61300e-07 , 2.12000e-01 , 1.31900e-09 , 2.40300e-12 , 1.08100e-11 , 1.52900e-09 , 4.57500e-11 , 7.78300e-01 , 5.90800e-11 , 7.40000e-10 , 1.41500e-06
1.5495900e+01 , 2.34720e+02 , 6.30000e+04 , 5.70300e-06 , 3.68300e-04 , 7.97900e-07 , 1.76000e-09 , 2.51400e-06 , 1.69800e-07 , 2.12000e-01 , 1.22700e-09 , 3.25300e-12 , 1.18600e-11 , 1.38400e-09 , 5.12900e-11 , 7.78300e-01 , 5.93600e-11 , 6.70600e-10 , 1.30100e-06
1.7847700e+01 , 2.38140e+02 , 6.20000e+04 , 5.81800e-06 , 3.68300e-04 , 9.37800e-07 , 1.87700e-09 , 2.12900e-06 , 1.78700e-07 , 2.11000e-01 , 1.14200e-09 , 4.38700e-12 , 1.30000e-11 , 1.26800e-09 , 5.73700e-11 , 7.79300e-01 , 5.96400e-11 , 6.07800e-10 , 1.19400e-06
2.0514800e+01 , 2.41750e+02 , 6.10000e+04 , 5.90200e-06 , 3.68300e-04 , 1.10400e-06 , 1.99800e-09 , 1.86800e-06 , 1.87900e-07 , 2.11000e-01 , 1.06400e-09 , 6.36200e-12 , 1.42200e-11 , 1.17300e-09 , 6.41000e-11 , 7.79300e-01 , 5.99200e-11 , 5.65400e-10 , 1.09400e-06
2.3535600e+01 , 2.44950e+02 , 6.00000e+04 , 5.98600e-06 , 3.68300e-04 , 1.27000e-06 , 2.14100e-09 , 1.57400e-06 , 1.97400e-07 , 2.12000e-01 , 1.11900e-09 , 8.59000e-12 , 1.55400e-11 , 1.09600e-09 , 7.14700e-11 , 7.78300e-01 , 6.02000e-11 , 5.26000e-10 , 9.94500e-07
2.6952300e+01 , 2.48410e+02 , 5.90000e+04 , 6.07900e-06 , 3.68300e-04 , 1.42800e-06 , 2.31400e-09 , 1.38400e-06 , 2.07200e-07 , 2.12000e-01 , 1.23700e-09 , 1.21000e-11 , 1.69700e-11 , 1.03000e-09 , 7.96300e-11 , 7.78300e-01 , 6.05800e-11 , 4.96600e-10 , 8.96000e-07
3.0813100e+01 , 2.51320e+02 , 5.80000e+04 , 6.17400e-06 , 3.68300e-04 , 1.58500e-06 , 2.49000e-09 , 1.20000e-06 , 2.17500e-07 , 2.11000e-01 , 1.48700e-09 , 1.62700e-11 , 1.85000e-11 , 9.73800e-10 , 8.85600e-11 , 7.79300e-01 , 6.09500e-11 , 4.68800e-10 , 7.97700e-07
3.5172300e+01 , 2.54420e+02 , 5.70000e+04 , 6.21700e-06 , 3.68300e-04 , 1.71700e-06 , 2.68300e-09 , 1.03100e-06 , 2.28100e-07 , 2.11000e-01 , 1.93500e-09 , 2.20900e-11 , 2.01700e-11 , 9.23700e-10 , 9.84400e-11 , 7.79300e-01 , 6.13300e-11 , 4.47000e-10 , 7.00000e-07
4.0090100e+01 , 2.57080e+02 , 5.60000e+04 , 6.24200e-06 , 3.68300e-04 , 1.83500e-06 , 2.88900e-09 , 9.03300e-07 , 2.39100e-07 , 2.12000e-01 , 2.49700e-09 , 3.02500e-11 , 2.19400e-11 , 8.78400e-10 , 1.09200e-10 , 7.78300e-01 , 6.17200e-11 , 4.26200e-10 , 6.03800e-07
4.5635700e+01 , 2.59760e+02 , 5.50000e+04 , 6.26600e-06 , 3.68300e-04 , 1.94000e-06 , 3.14400e-09 , 7.57900e-07 , 2.50500e-07 , 2.12000e-01 , 3.22500e-09 , 3.95000e-11 , 2.38600e-11 , 8.36500e-10 , 1.21000e-10 , 7.78300e-01 , 6.21000e-11 , 4.08700e-10 , 5.12700e-07
5.1888800e+01 , 2.61860e+02 , 5.40000e+04 , 6.24700e-06 , 3.68300e-04 , 2.02100e-06 , 3.45400e-09 , 6.74600e-07 , 2.66600e-07 , 2.12000e-01 , 4.03000e-09 , 5.71300e-11 , 2.59200e-11 , 7.97000e-10 , 1.34000e-10 , 7.78300e-01 , 6.25300e-11 , 3.91900e-10 , 4.28900e-07
5.8941800e+01 , 2.63870e+02 , 5.30000e+04 , 6.21700e-06 , 3.68300e-04 , 2.12900e-06 , 3.78900e-09 , 5.85100e-07 , 2.84700e-07 , 2.12000e-01 , 4.88300e-09 , 7.74900e-11 , 2.81600e-11 , 7.58900e-10 , 1.48300e-10 , 7.78300e-01 , 6.29700e-11 , 3.76500e-10 , 3.54500e-07
6.6899800e+01 , 2.65360e+02 , 5.20000e+04 , 6.18700e-06 , 3.68300e-04 , 2.29600e-06 , 4.09000e-09 , 5.06000e-07 , 3.04000e-07 , 2.12000e-01 , 5.81700e-09 , 1.06000e-10 , 3.05700e-11 , 7.21300e-10 , 1.64100e-10 , 7.78300e-01 , 6.34100e-11 , 3.61600e-10 , 2.90400e-07
7.5884600e+01 , 2.66670e+02 , 5.10000e+04 , 6.13900e-06 , 3.68300e-04 , 2.31200e-06 , 5.27500e-09 , 4.46600e-07 , 3.28000e-07 , 2.12000e-01 , 6.76700e-09 , 1.45600e-10 , 3.47600e-11 , 6.83600e-10 , 1.82900e-10 , 7.78300e-01 , 6.38500e-11 , 3.46500e-10 , 2.34700e-07
8.6036900e+01 , 2.67460e+02 , 5.00000e+04 , 6.08700e-06 , 3.68300e-04 , 2.53300e-06 , 7.12200e-09 , 3.79700e-07 , 3.54700e-07 , 2.12000e-01 , 7.81700e-09 , 1.90600e-10 , 3.99600e-11 , 6.45200e-10 , 2.06700e-10 , 7.78300e-01 , 6.43000e-11 , 3.32100e-10 , 1.88600e-07
9.7520800e+01 , 2.68000e+02 , 4.90000e+04 , 6.03500e-06 , 3.68300e-04 , 2.77400e-06 , 9.60700e-09 , 3.32500e-07 , 3.83500e-07 , 2.12000e-01 , 8.78500e-09 , 2.72400e-10 , 4.59200e-11 , 6.05700e-10 , 2.28000e-10 , 7.78300e-01 , 6.53700e-11 , 3.15500e-10 , 1.50700e-07
1.1052800e+02 , 2.68000e+02 , 4.80000e+04 , 5.97500e-06 , 3.68300e-04 , 3.04700e-06 , 1.23700e-08 , 2.80600e-07 , 4.15900e-07 , 2.12000e-01 , 9.61900e-09 , 3.69900e-10 , 5.49200e-11 , 5.64700e-10 , 2.51000e-10 , 7.78300e-01 , 6.64500e-11 , 2.99800e-10 , 1.19600e-07
1.2528100e+02 , 2.67780e+02 , 4.70000e+04 , 5.91300e-06 , 3.68300e-04 , 3.35000e-06 , 1.56900e-08 , 2.50500e-07 , 4.51400e-07 , 2.12000e-01 , 1.04300e-08 , 5.76500e-10 , 6.65700e-11 , 5.21900e-10 , 2.76800e-10 , 7.78300e-01 , 6.75900e-11 , 2.80400e-10 , 9.37900e-08
1.4203800e+02 , 2.67130e+02 , 4.60000e+04 , 5.85000e-06 , 3.68300e-04 , 3.68600e-06 , 1.99300e-08 , 2.16600e-07 , 4.90300e-07 , 2.12000e-01 , 1.10700e-08 , 8.28400e-10 , 8.08200e-11 , 4.77500e-10 , 3.05700e-10 , 7.78300e-01 , 6.87800e-11 , 2.62200e-10 , 7.28200e-08
1.6110000e+02 , 2.66270e+02 , 4.50000e+04 , 5.75900e-06 , 3.68300e-04 , 4.06000e-06 , 2.46200e-08 , 1.88700e-07 , 5.32800e-07 , 2.11000e-01 , 1.16200e-08 , 1.42300e-09 , 9.92800e-11 , 4.31700e-10 , 3.32500e-10 , 7.79300e-01 , 7.00000e-11 , 2.41700e-10 , 5.58600e-08
1.8281700e+02 , 2.65070e+02 , 4.40000e+04 , 5.65500e-06 , 3.68300e-04 , 4.48000e-06 , 3.00900e-08 , 1.66700e-07 , 5.79700e-07 , 2.11000e-01 , 1.20000e-08 , 2.05600e-09 , 1.23000e-10 , 3.85100e-10 , 3.52500e-10 , 7.79300e-01 , 7.11800e-11 , 2.22800e-10 , 4.21000e-08
2.0760100e+02 , 2.63620e+02 , 4.30000e+04 , 5.55300e-06 , 3.68300e-04 , 4.94300e-06 , 3.68000e-08 , 1.41600e-07 , 6.30800e-07 , 2.11000e-01 , 1.22000e-08 , 2.77700e-09 , 1.52400e-10 , 3.38200e-10 , 3.63900e-10 , 7.79300e-01 , 7.23900e-11 , 2.01200e-10 , 3.11600e-08
2.3593900e+02 , 2.61840e+02 , 4.20000e+04 , 5.45000e-06 , 3.68300e-04 , 5.43800e-06 , 4.40300e-08 , 1.12900e-07 , 6.82300e-07 , 2.12000e-01 , 1.23500e-08 , 3.60300e-09 , 1.93900e-10 , 2.91700e-10 , 3.63900e-10 , 7.78300e-01 , 7.36500e-11 , 1.81700e-10 , 2.26400e-08
2.6840200e+02 , 2.59870e+02 , 4.10000e+04 , 5.34700e-06 , 3.68300e-04 , 5.97100e-06 , 5.20900e-08 , 9.45900e-08 , 7.35600e-07 , 2.12000e-01 , 1.23500e-08 , 4.47400e-09 , 2.50100e-10 , 2.46800e-10 , 3.64800e-10 , 7.78300e-01 , 7.49600e-11 , 1.64500e-10 , 1.61700e-08
3.0566000e+02 , 2.57700e+02 , 4.00000e+04 , 5.24600e-06 , 3.68300e-04 , 6.56000e-06 , 6.16700e-08 , 7.36200e-08 , 7.93400e-07 , 2.12000e-01 , 1.22200e-08 , 5.47000e-09 , 3.22800e-10 , 2.04400e-10 , 3.61200e-10 , 7.78300e-01 , 7.63000e-11 , 1.49000e-10 , 1.13600e-08
3.4849900e+02 , 2.55390e+02 , 3.90000e+04 , 5.14300e-06 , 3.68300e-04 , 7.07000e-06 , 7.22400e-08 , 6.15100e-08 , 8.48600e-07 , 2.12000e-01 , 1.19900e-08 , 6.29600e-09 , 4.26600e-10 , 1.65600e-10 , 3.55900e-10 , 7.78300e-01 , 7.78400e-11 , 1.38100e-10 , 7.86600e-09
3.9784900e+02 , 2.52920e+02 , 3.80000e+04 , 5.04000e-06 , 3.68300e-04 , 7.55800e-06 , 8.43300e-08 , 4.78600e-08 , 9.04700e-07 , 2.12000e-01 , 1.15900e-08 , 7.24100e-09 , 5.70900e-10 , 1.31300e-10 , 3.50200e-10 , 7.78300e-01 , 7.94000e-11 , 1.28000e-10 , 5.38100e-09
4.5480700e+02 , 2.50370e+02 , 3.70000e+04 , 4.93800e-06 , 3.68300e-04 , 8.08400e-06 , 9.85300e-08 , 4.23400e-08 , 9.65000e-07 , 2.12000e-01 , 1.10000e-08 , 7.43300e-09 , 7.65600e-10 , 1.02000e-10 , 3.40000e-10 , 7.78300e-01 , 8.10600e-11 , 1.19800e-10 , 3.65200e-09
5.2068500e+02 , 2.47600e+02 , 3.60000e+04 , 4.83800e-06 , 3.68300e-04 , 8.48500e-06 , 1.12200e-07 , 3.66700e-08 , 1.02000e-06 , 2.12000e-01 , 1.03500e-08 , 7.59500e-09 , 9.75600e-10 , 7.78200e-11 , 3.30000e-10 , 7.78300e-01 , 8.28100e-11 , 1.12100e-10 , 2.46000e-09
5.9704100e+02 , 2.44820e+02 , 3.50000e+04 , 4.73800e-06 , 3.68300e-04 , 8.87400e-06 , 1.27300e-07 , 3.00400e-08 , 1.07800e-06 , 2.12000e-01 , 9.56700e-09 , 7.78500e-09 , 1.23400e-09 , 5.84000e-11 , 3.18000e-10 , 7.78300e-01 , 8.46000e-11 , 1.04000e-10 , 1.64700e-09
6.8575500e+02 , 2.41730e+02 , 3.40000e+04 , 4.64000e-06 , 3.68300e-04 , 9.28300e-06 , 1.44600e-07 , 2.63100e-08 , 1.13900e-06 , 2.12000e-01 , 8.73900e-09 , 7.80000e-09 , 1.56300e-09 , 4.32100e-11 , 3.05000e-10 , 7.78300e-01 , 8.68700e-11 , 9.65000e-11 , 1.09600e-09
7.8906700e+02 , 2.38740e+02 , 3.30000e+04 , 4.54400e-06 , 3.68300e-04 , 9.51000e-06 , 1.58100e-07 , 2.45100e-08 , 1.18900e-06 , 2.12000e-01 , 7.75200e-09 , 7.67200e-09 , 1.86400e-09 , 3.15900e-11 , 2.95000e-10 , 7.78300e-01 , 8.92100e-11 , 8.63800e-11 , 7.24400e-10
9.0966000e+02 , 2.35500e+02 , 3.20000e+04 , 4.45100e-06 , 3.68300e-04 , 9.74400e-06 , 1.72900e-07 , 2.26300e-08 , 1.24200e-06 , 2.12000e-01 , 6.84100e-09 , 7.51200e-09 , 2.22400e-09 , 2.28500e-11 , 2.86000e-10 , 7.78300e-01 , 9.17400e-11 , 7.73200e-11 , 4.74300e-10
1.0507200e+03 , 2.32500e+02 , 3.10000e+04 , 4.35300e-06 , 3.68300e-04 , 9.81100e-06 , 1.88500e-07 , 2.17600e-08 , 1.29200e-06 , 2.12000e-01 , 6.01200e-09 , 7.16900e-09 , 2.59500e-09 , 1.63900e-11 , 2.77000e-10 , 7.78300e-01 , 9.44800e-11 , 6.56700e-11 , 3.07100e-10
1.2159000e+03 , 2.29720e+02 , 3.00000e+04 , 4.25000e-06 , 3.68300e-04 , 9.49300e-06 , 2.03300e-07 , 2.08400e-08 , 1.33100e-06 , 2.12000e-01 , 5.02300e-09 , 6.75800e-09 , 2.86300e-09 , 1.16800e-11 , 2.65300e-10 , 7.78300e-01 , 9.73000e-11 , 5.57800e-11 , 1.95700e-10
1.4094800e+03 , 2.27240e+02 , 2.90000e+04 , 4.14700e-06 , 3.68300e-04 , 9.18000e-06 , 2.19500e-07 , 1.97600e-08 , 1.37200e-06 , 2.12000e-01 , 4.10000e-09 , 6.27500e-09 , 3.16300e-09 , 8.30200e-12 , 2.44200e-10 , 7.78300e-01 , 1.00300e-10 , 4.35300e-11 , 1.22700e-10
1.6363600e+03 , 2.25220e+02 , 2.80000e+04 , 4.07100e-06 , 3.68300e-04 , 8.35600e-06 , 2.30900e-07 , 1.92200e-08 , 1.40800e-06 , 2.12000e-01 , 3.24600e-09 , 6.00900e-09 , 3.26000e-09 , 5.90300e-12 , 2.19600e-10 , 7.78300e-01 , 1.03400e-10 , 3.39800e-11 , 7.53200e-11
1.9024200e+03 , 2.23180e+02 , 2.70000e+04 , 4.00600e-06 , 3.68300e-04 , 7.40400e-06 , 2.40100e-07 , 1.92000e-08 , 1.44200e-06 , 2.12000e-01 , 2.43800e-09 , 5.19400e-09 , 3.25800e-09 , 4.21300e-12 , 1.90000e-10 , 7.78300e-01 , 1.06600e-10 , 2.54900e-11 , 4.51100e-11
2.2148000e+03 , 2.21280e+02 , 2.60000e+04 , 3.94900e-06 , 3.68300e-04 , 6.43400e-06 , 2.49900e-07 , 1.92000e-08 , 1.47600e-06 , 2.12000e-01 , 1.81800e-09 , 4.21300e-09 , 3.21300e-09 , 3.02300e-12 , 1.61200e-10 , 7.78300e-01 , 1.09700e-10 , 1.91300e-11 , 2.63200e-11
2.5820900e+03 , 2.19260e+02 , 2.50000e+04 , 3.93500e-06 , 3.68300e-04 , 5.06400e-06 , 2.58000e-07 , 1.98800e-08 , 1.50500e-06 , 2.12000e-01 , 1.23200e-09 , 3.89100e-09 , 2.93600e-09 , 2.18200e-12 , 1.32200e-10 , 7.78300e-01 , 1.13000e-10 , 1.32700e-11 , 1.48400e-11
3.0148700e+03 , 2.17090e+02 , 2.40000e+04 , 3.92200e-06 , 3.68300e-04 , 3.97500e-06 , 2.66500e-07 , 2.06800e-08 , 1.53500e-06 , 2.12000e-01 , 8.07500e-10 , 3.52100e-09 , 2.68100e-09 , 1.58800e-12 , 9.90900e-11 , 7.78300e-01 , 1.19000e-10 , 9.20700e-12 , 8.10100e-12
3.5259900e+03 , 2.14810e+02 , 2.30000e+04 , 3.86900e-06 , 3.68300e-04 , 2.88000e-06 , 2.75200e-07 , 2.16400e-08 , 1.55700e-06 , 2.12000e-01 , 4.93800e-10 , 3.08800e-09 , 2.29800e-09 , 1.16500e-12 , 7.17300e-11 , 7.78300e-01 , 1.25000e-10 , 5.72000e-12 , 4.25700e-12
4.1311700e+03 , 2.12330e+02 , 2.20000e+04 , 3.79900e-06 , 3.68300e-04 , 2.00500e-06 , 2.80200e-07 , 2.30900e-08 , 1.57400e-06 , 2.12000e-01 , 2.70200e-10 , 2.68500e-09 , 1.91000e-09 , 8.64500e-13 , 4.49200e-11 , 7.78300e-01 , 1.30000e-10 , 3.55400e-12 , 2.15600e-12
4.8496200e+03 , 2.09770e+02 , 2.10000e+04 , 3.70700e-06 , 3.68300e-04 , 1.33200e-06 , 2.85100e-07 , 2.56100e-08 , 1.59400e-06 , 2.12000e-01 , 2.72700e-10 , 2.27200e-09 , 1.52500e-09 , 6.48800e-13 , 4.23400e-11 , 7.78300e-01 , 1.34000e-10 , 2.13100e-12 , 1.05500e-12
5.7052500e+03 , 2.06890e+02 , 2.00000e+04 , 3.54900e-06 , 3.68300e-04 , 7.71500e-07 , 2.90200e-07 , 2.86700e-08 , 1.61700e-06 , 2.12000e-01 , 2.75300e-10 , 1.78800e-09 , 1.08100e-09 , 4.94400e-13 , 3.07300e-11 , 7.78300e-01 , 1.37000e-10 , 1.27800e-12 , 4.98800e-13
6.7284800e+03 , 2.03640e+02 , 1.90000e+04 , 3.39700e-06 , 3.69500e-04 , 4.44600e-07 , 2.95100e-07 , 3.30000e-08 , 1.64200e-06 , 2.12000e-01 , 2.77900e-10 , 1.46900e-09 , 7.63900e-10 , 3.86000e-13 , 2.24000e-11 , 7.78300e-01 , 1.41000e-10 , 1.00800e-12 , 2.31300e-13
7.9574300e+03 , 2.00180e+02 , 1.80000e+04 , 3.50400e-06 , 3.70500e-04 , 2.08000e-07 , 3.00100e-07 , 3.81900e-08 , 1.68000e-06 , 2.12000e-01 , 2.80600e-10 , 1.09200e-09 , 4.31700e-10 , 3.10700e-13 , 1.07700e-11 , 7.78300e-01 , 1.45000e-10 , 7.95300e-13 , 1.04700e-13
9.4341600e+03 , 1.97900e+02 , 1.70000e+04 , 3.64400e-06 , 3.71700e-04 , 9.42000e-08 , 3.02600e-07 , 4.42500e-08 , 1.72100e-06 , 2.12000e-01 , 1.93300e-10 , 8.46700e-10 , 2.36400e-10 , 2.55500e-13 , 7.40700e-12 , 7.78300e-01 , 1.49000e-10 , 7.12000e-13 , 4.71400e-14
1.1199500e+04 , 1.97280e+02 , 1.60000e+04 , 3.99900e-06 , 3.72700e-04 , 5.92900e-08 , 3.04600e-07 , 5.15400e-08 , 1.74300e-06 , 2.12000e-01 , 1.39000e-10 , 5.54800e-10 , 1.41200e-10 , 2.18400e-13 , 5.09300e-12 , 7.78300e-01 , 1.52000e-10 , 6.37500e-13 , 2.21200e-14
1.3280300e+04 , 2.00620e+02 , 1.50000e+04 , 6.32300e-06 , 3.73400e-04 , 4.92400e-08 , 3.06700e-07 , 6.01400e-08 , 1.75500e-06 , 2.12000e-01 , 1.00100e-10 , 2.09600e-10 , 1.06700e-10 , 1.94900e-13 , 3.50600e-12 , 7.78300e-01 , 1.55000e-10 , 8.02700e-13 , 1.13300e-14
1.5686100e+04 , 2.06790e+02 , 1.40000e+04 , 1.15900e-05 , 3.73800e-04 , 4.50000e-08 , 3.08700e-07 , 7.00100e-08 , 1.76600e-06 , 2.12000e-01 , 7.62900e-11 , 9.02600e-11 , 9.76200e-11 , 1.79100e-13 , 2.43500e-12 , 7.78300e-01 , 1.57000e-10 , 1.01100e-12 , 6.44100e-15
1.8427700e+04 , 2.14420e+02 , 1.30000e+04 , 2.30000e-05 , 3.73900e-04 , 4.28800e-08 , 3.10600e-07 , 7.20000e-08 , 1.76900e-06 , 2.12000e-01 , 6.05400e-11 , 7.47300e-11 , 9.90900e-11 , 1.67500e-13 , 1.70800e-12 , 7.78300e-01 , 1.59000e-10 , 1.24500e-12 , 4.11100e-15
2.1522600e+04 , 2.22770e+02 , 1.20000e+04 , 5.40700e-05 , 3.73900e-04 , 4.17400e-08 , 3.12500e-07 , 7.42400e-08 , 1.76900e-06 , 2.12000e-01 , 4.95600e-11 , 6.50600e-11 , 1.04300e-10 , 1.59900e-13 , 1.21400e-12 , 7.78200e-01 , 1.60000e-10 , 1.53300e-12 , 2.95800e-15
2.4997500e+04 , 2.30840e+02 , 1.10000e+04 , 2.37700e-04 , 3.73900e-04 , 4.11700e-08 , 3.14400e-07 , 7.55600e-08 , 1.76900e-06 , 2.12000e-01 , 3.92900e-11 , 5.59300e-11 , 1.09900e-10 , 1.54600e-13 , 8.75900e-13 , 7.78000e-01 , 1.60000e-10 , 2.04400e-12 , 2.33800e-15
2.8882600e+04 , 2.39280e+02 , 1.00000e+04 , 6.38800e-04 , 3.73900e-04 , 4.09900e-08 , 3.16200e-07 , 7.61200e-08 , 1.76900e-06 , 2.12000e-01 , 2.93500e-11 , 4.83200e-11 , 1.18600e-10 , 1.49100e-13 , 6.36400e-13 , 7.77600e-01 , 1.60000e-10 , 2.72500e-12 , 1.94800e-15
3.3218900e+04 , 2.46390e+02 , 9.00000e+03 , 1.02300e-03 , 3.73900e-04 , 4.08300e-08 , 3.17000e-07 , 7.66300e-08 , 1.76900e-06 , 2.12000e-01 , 2.20200e-11 , 4.07300e-11 , 1.27900e-10 , 1.44000e-13 , 4.69800e-13 , 7.77300e-01 , 1.60000e-10 , 3.57200e-12 , 1.66300e-15
3.8050700e+04 , 2.54040e+02 , 8.00000e+03 , 1.49200e-03 , 3.73900e-04 , 4.05700e-08 , 3.17000e-07 , 7.69500e-08 , 1.76800e-06 , 2.12000e-01 , 1.58800e-11 , 3.58600e-11 , 1.39200e-10 , 1.40400e-13 , 3.47700e-13 , 7.76800e-01 , 1.60000e-10 , 4.68300e-12 , 1.44000e-15
4.3428700e+04 , 2.60160e+02 , 7.00000e+03 , 2.20000e-03 , 3.73900e-04 , 3.98800e-08 , 3.17000e-07 , 7.75000e-08 , 1.76800e-06 , 2.12000e-01 , 1.15100e-11 , 3.07900e-11 , 1.50400e-10 , 1.38200e-13 , 2.60800e-13 , 7.76100e-01 , 1.60000e-10 , 5.88800e-12 , 1.24700e-15
4.9412600e+04 , 2.66630e+02 , 6.00000e+03 , 3.29300e-03 , 3.73900e-04 , 3.86700e-08 , 3.17000e-07 , 7.84000e-08 , 1.76800e-06 , 2.12000e-01 , 8.26400e-12 , 2.54100e-11 , 1.61900e-10 , 1.37000e-13 , 1.96100e-13 , 7.75000e-01 , 1.60000e-10 , 7.40500e-12 , 1.07500e-15
5.6062600e+04 , 2.72100e+02 , 5.00000e+03 , 4.87400e-03 , 3.73900e-04 , 3.66000e-08 , 3.17000e-07 , 8.01600e-08 , 1.76700e-06 , 2.12000e-01 , 6.78400e-12 , 2.42100e-11 , 1.82800e-10 , 1.37000e-13 , 1.48900e-13 , 7.73400e-01 , 1.60000e-10 , 8.77300e-12 , 9.15400e-16
6.3446000e+04 , 2.77880e+02 , 4.00000e+03 , 7.07700e-03 , 3.73900e-04 , 3.40700e-08 , 3.17000e-07 , 8.28500e-08 , 1.76700e-06 , 2.12000e-01 , 5.92000e-12 , 2.49100e-11 , 2.12200e-10 , 1.37500e-13 , 1.13300e-13 , 7.71200e-01 , 1.60000e-10 , 1.03900e-11 , 8.27500e-16
7.1633600e+04 , 2.82900e+02 , 3.00000e+03 , 1.00400e-02 , 3.73900e-04 , 3.09800e-08 , 3.17000e-07 , 8.64200e-08 , 1.76800e-06 , 2.12000e-01 , 5.49700e-12 , 2.78100e-11 , 2.45300e-10 , 1.38200e-13 , 8.69400e-14 , 7.68200e-01 , 1.61000e-10 , 1.03900e-11 , 7.30200e-16
8.0698800e+04 , 2.88490e+02 , 2.00000e+03 , 1.48200e-02 , 3.73900e-04 , 2.70800e-08 , 3.17000e-07 , 8.95800e-08 , 1.76800e-06 , 2.12000e-01 , 5.44600e-12 , 3.39700e-11 , 2.48500e-10 , 1.38900e-13 , 6.67600e-14 , 7.63500e-01 , 1.63000e-10 , 1.03900e-11 , 6.24100e-16
9.0701900e+04 , 2.94350e+02 , 1.00000e+03 , 2.06000e-02 , 3.73900e-04 , 2.26700e-08 , 3.17000e-07 , 9.12800e-08 , 1.76800e-06 , 2.12000e-01 , 7.28600e-12 , 5.35500e-11 , 1.85700e-10 , 1.39400e-13 , 5.15900e-14 , 7.57700e-01 , 1.65000e-10 , 3.22400e-14 , 5.10700e-16
1.0130000e+05 , 3.00930e+02 , 0.00000e+00 , 2.72500e-02 , 3.73900e-04 , 1.85000e-08 , 3.17000e-07 , 1.00200e-07 , 1.77300e-06 , 2.12000e-01 , 2.02500e-11 , 2.36000e-10 , 8.58400e-11 , 1.39500e-13 , 3.98900e-14 , 7.51000e-01 , 1.70000e-10 , 1.00000e-16 , 4.21100e-16
